scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,115849.15063476562,-3819.8331244026194,-5316.199195827477,-4863.513890682257,-6107.948883148754
stress,1,115849.15063476562,-5784.1501818565675,-7653.532494761997,-7064.635859276502,-9299.329836758136
normal,10,115849.15063476562,-9403.30462515142,-14036.062156098264,-12500.771778027893,-16833.675860118376
stress,10,115849.15063476562,-17499.64270448569,-25125.294172827005,-21910.59561047578,-28074.804857357183
