scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32716.951171875,-1933.3637201151012,-2557.4642104705235,-2369.058380262337,-3060.716108143984
stress,1,32716.951171875,-2240.366768848681,-2977.044538463,-2727.876047151677,-3522.175982689189
normal,10,32716.951171875,-4607.297120204818,-6310.764643341235,-5622.348643887103,-6916.211186225749
stress,10,32716.951171875,-6674.609905242204,-9837.727315405502,-8712.862278898885,-12250.829902240974
