sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3218.999969013474,-4255.7302361557895,-3923.702820468707,-4890.20498658
1,7011.T,-2504.0067010554235,-3311.8924800022623,-3036.940653503365,-3776.9563836160414
1,8035.T,-2209.1357195022606,-3027.971868564816,-2709.2243294724276,-3520.0978096990702
10,4568.T,-8410.303683004828,-13216.647731870495,-11397.171084859381,-16549.15940007053
10,7011.T,-6947.199399748426,-11224.785060173192,-9483.75127261387,-13179.924393641151
10,8035.T,-6264.300184145095,-9600.679707040577,-8427.158314304985,-12245.662164836596
