scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,31031.533203125,-1416.3034520527651,-2009.402154475184,-1797.5891534947484,-2318.3918326706084
stress,1,31031.533203125,-1995.6316415680187,-2660.3982245662496,-2435.0376370663234,-3008.1225402523382
normal,10,31031.533203125,-4111.194449444484,-5713.096728285818,-5293.079715333903,-6799.632543770213
stress,10,31031.533203125,-6654.115060969402,-9203.768896995256,-8451.544879337596,-11255.433814605814
