scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,107773.919921875,-3357.55131156624,-4987.534297228001,-4317.302993161611,-5802.237412675487
stress,1,107773.919921875,-5116.03444463136,-6956.550935507285,-6162.445500050242,-7629.311414261123
normal,10,107773.919921875,-8943.72197339416,-15056.353335332016,-12092.630426338494,-16832.770614860136
stress,10,107773.919921875,-16829.789512146177,-23841.594232213625,-20889.63250775343,-27290.705104222096
