sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3010.3115044764736,-4443.836762109208,-3815.273679140833,-5052.506793581222
1,7011.T,-2576.4672714608296,-3471.471544565741,-3158.5371663780697,-3906.0130194220087
1,8035.T,-2074.6556119480206,-3153.806635876788,-2654.054215155113,-3477.3075800522956
10,4568.T,-7300.7711654963405,-12440.64944748054,-10317.47892734121,-14618.633422062476
10,7011.T,-6714.330070396236,-9899.626697549966,-8802.878810935765,-11123.197328620778
10,8035.T,-6051.187604165033,-8588.31704814609,-7827.480030466205,-10740.173202754177
