scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,113480.6328125,-3606.6637235194153,-5081.779276159275,-4518.111746379652,-5602.157812405744
stress,1,113480.6328125,-5680.96694205386,-7882.147050587442,-6985.755707502361,-9010.424547927088
normal,10,113480.6328125,-9780.745750607368,-13876.099513294905,-12187.755108949368,-16233.763893985593
stress,10,113480.6328125,-18380.2007866048,-24886.776745636183,-22836.305065208777,-30356.206273796917
