scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,115856.88818359375,-3602.542747053002,-5038.321674482569,-4609.45354465234,-5992.30170228164
stress,1,115856.88818359375,-5951.100845784493,-8008.790093639272,-7259.528121985153,-8712.651671465155
normal,10,115856.88818359375,-9592.32516665145,-14892.820872194929,-12795.307427993774,-17858.220650246272
stress,10,115856.88818359375,-19078.83589123052,-25049.876706865332,-23175.03232421718,-29300.645043683035
