scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,112875.73120117188,-3180.1187373639314,-5009.749451384196,-4344.007461934266,-6160.179020717529
stress,1,112875.73120117188,-5814.2878051333255,-7808.8096068121495,-7278.506240323344,-9904.865661657746
normal,10,112875.73120117188,-9201.46812796443,-14531.56395420238,-12414.227429138047,-16670.77806207032
stress,10,112875.73120117188,-17957.771088529662,-24395.317927987613,-22294.32176416314,-30335.60305552535
