sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3125.432342824622,-4808.520275781762,-3994.516590163685,-5146.289571579269
1,7011.T,-2319.221746417571,-3123.9465476398664,-2746.8295635826826,-3526.2133867527855
1,8035.T,-2282.078815611756,-3113.6291761456346,-2832.530337663233,-3491.687675177562
10,4568.T,-7831.111884179101,-11420.821424215985,-10448.42021726495,-13655.71406276866
10,7011.T,-6219.044599554286,-9158.83577148341,-8083.142507968686,-11162.291225701581
10,8035.T,-6398.2347723549565,-9554.461437279051,-8430.663386120828,-11558.068861541886
