scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32935.06640625,-1559.68466026572,-2229.109039120115,-1985.9373035752014,-2532.575356920611
stress,1,32935.06640625,-2232.0268731049705,-3002.505093077892,-2679.5156397570286,-3275.9958575361566
normal,10,32935.06640625,-4408.191547012302,-6249.898674426025,-5691.807310408299,-7816.307593783834
stress,10,32935.06640625,-7276.180339630111,-9596.4715844851,-8879.469670516388,-10906.368265086789
