scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,114815.03247070312,-3455.515212768565,-5044.00749665723,-4441.802155083944,-5714.277109583151
stress,1,114815.03247070312,-5809.229379729571,-7565.759213909759,-7069.946264471929,-8859.739728694776
normal,10,114815.03247070312,-8978.140442101278,-13095.405995235147,-11855.21082024879,-15354.457540564541
stress,10,114815.03247070312,-19280.30203418914,-26667.914031054548,-23843.52866621489,-29586.438875553635
