sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3164.4409358354774,-4354.651478447961,-3981.218156447409,-5051.3099977285765
1,7011.T,-2405.8963721072573,-3221.082495226555,-2950.352193863593,-3769.5416505430912
1,8035.T,-2203.7135552446134,-3143.51748524991,-2812.433218907612,-3519.832914560734
10,4568.T,-7524.667524336335,-11504.411080541302,-10145.405604621985,-13836.613303687078
10,7011.T,-7160.918502826114,-9899.655404312354,-8738.834263235645,-11211.110938229558
10,8035.T,-6022.036919615132,-8639.524074917797,-7734.343553519724,-10484.097966695215
