scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,108289.49658203125,-3278.9166304437313,-5025.567178228371,-4327.876858004882,-5513.572834233948
stress,1,108289.49658203125,-5546.253804195743,-7425.281095417729,-6844.877712234452,-8899.462242000309
normal,10,108289.49658203125,-8185.782560234485,-12013.761147576115,-10579.747846567328,-14037.23778000198
stress,10,108289.49658203125,-16931.022192484565,-24424.876413830247,-21451.143154933718,-28536.558072119205
