scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,31051.361328125,-1340.2854893079143,-1947.5351526011048,-1650.557667640956,-2065.738096681246
stress,1,31051.361328125,-2276.7800331563017,-3222.163177562932,-2822.3319432017947,-3466.9531809115592
normal,10,31051.361328125,-4326.900557428879,-6524.155303143598,-5494.808754961774,-7071.294756092779
stress,10,31051.361328125,-6528.702994320144,-8895.662907421944,-7972.049498896789,-9987.408100303011
