sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2775.2683558613235,-4146.659192233823,-3715.7792561396595,-4689.258150422409
1,7011.T,-2027.8066262936197,-3085.339710783678,-2697.242666087958,-3503.965333421677
1,8035.T,-2149.002169457487,-2880.1912341340935,-2670.768858432402,-3528.9591431264953
10,4568.T,-7473.262985063255,-10331.48680246269,-9399.186822764774,-12070.555847355557
10,7011.T,-6081.602589786622,-8236.354715991658,-7605.323637776751,-9982.463314173896
10,8035.T,-6303.679962234157,-9133.519463098084,-7975.361572787647,-10290.416121411668
