sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3315.2292827523647,-4643.405705089586,-4248.956921121957,-5914.22305592875
1,7011.T,-2390.139699233472,-3461.990925069939,-3120.6354675484204,-3974.5937075200673
1,8035.T,-2161.978171649341,-3367.9137245844036,-2842.4179189517267,-4009.96989626075
10,4568.T,-8321.619406237214,-12964.406297491556,-11058.376769992465,-14746.411882273334
10,7011.T,-6856.584099053952,-10591.45455038049,-9227.460882573545,-12429.655591781082
10,8035.T,-6352.907853780354,-9576.637760769316,-8199.939632411246,-10990.033457449688
