scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,115089.99926757812,-3718.035428011775,-4970.33489390439,-4657.3563210924085,-6434.821185194269
stress,1,115089.99926757812,-5990.468422347584,-8391.413700913443,-7538.724945283596,-9431.460642377035
normal,10,115089.99926757812,-9456.267546744148,-15056.68554317632,-12858.219648659382,-16822.66816118687
stress,10,115089.99926757812,-19541.488101814386,-26353.68717880019,-24166.739059862026,-31083.959979395167
