scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,111697.5,-3202.622110174029,-4749.785397494639,-4222.687823054604,-6012.210320988395
stress,1,111697.5,-5824.650025576992,-7812.73045661822,-7092.184622155514,-8757.381704896019
normal,10,111697.5,-9156.045755317578,-13219.086045779044,-11574.722984579208,-14703.846857973753
stress,10,111697.5,-17930.671477047254,-26699.48060818131,-23043.58619623545,-31322.13793433541
