scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,31358.703125,-1552.525666623475,-2046.7139740612795,-1853.1425055962504,-2292.57518390152
stress,1,31358.703125,-2273.801214533967,-2994.7045801760237,-2718.5239400299843,-3219.4691504342586
normal,10,31358.703125,-4455.897772330051,-6120.480274848231,-5658.118455412765,-7536.858991981722
stress,10,31358.703125,-6625.807192030346,-9244.443289619468,-8199.580582920897,-11082.356363494859
