sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3446.746481420565,-5160.94966666837,-4424.566493797064,-5738.988052452383
1,7011.T,-2378.1529584186,-3291.2102028346953,-3053.0400508084217,-3977.14940636256
1,8035.T,-2450.981458437,-3468.4140220695003,-3126.5587026034877,-4038.0045832280275
10,4568.T,-8354.108454325402,-12710.563427937284,-11141.80521001403,-14956.599641267472
10,7011.T,-6856.0457719951,-9491.758769565253,-8322.574024435196,-11125.768568565269
10,8035.T,-6601.110651546217,-10474.373544726575,-8846.061882536038,-11970.793242159878
