sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2770.4223386457707,-4005.9262431146567,-3519.501738900371,-4836.023186787124
1,7011.T,-2246.092685858279,-2967.046841962135,-2760.481563255713,-3472.616571712098
1,8035.T,-2196.240127947111,-3001.6553472477303,-2774.104642945774,-3764.554799305102
10,4568.T,-7271.472005384421,-11021.936252899868,-9783.752298845151,-13761.440749904305
10,7011.T,-6009.580885111551,-8959.924541947326,-7808.239047182405,-10424.659122907378
10,8035.T,-5958.439940067721,-8887.633205858829,-7678.510460370448,-10307.552044644906
