scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106707.0,-3215.167696657415,-4519.490905503359,-4012.195331740513,-5097.096759307156
stress,1,106707.0,-5176.771064585892,-7658.272925720686,-6604.31612867971,-8443.169316120478
normal,10,106707.0,-8469.986738723177,-11587.39031404041,-10707.015503796123,-13799.739722764589
stress,10,106707.0,-16539.40329194472,-22958.64318779608,-20410.27325541338,-26571.60866409674
