scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,34025.62890625,-1481.052775865964,-2039.8301355359001,-1868.450705586556,-2386.846009226448
stress,1,34025.62890625,-2237.3463049554484,-2909.55071990119,-2687.4928551651947,-3400.8195020353073
normal,10,34025.62890625,-4896.17623446549,-6219.717088857905,-5941.183122721655,-7844.689868271385
stress,10,34025.62890625,-6994.172892615743,-9839.485795377614,-8753.888746923561,-11539.808140017232
