scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,32855.75,-1562.3371506079734,-2240.9159321291318,-1971.9428354145668,-2478.7853427244277
stress,1,32855.75,-2085.362287370734,-3012.590204407681,-2678.83883882706,-3349.168906357723
normal,10,32855.75,-4395.228134039744,-6526.71948413876,-5787.128752275998,-7719.8452993603805
stress,10,32855.75,-6936.66803474768,-9800.15798467057,-8769.206439465906,-11279.575107662622
