scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,111552.5,-3448.973661747299,-4639.803465931025,-4262.016542505957,-5508.960209670791
stress,1,111552.5,-5842.255687733135,-7515.36365947216,-6884.688220563436,-8464.724809471712
normal,10,111552.5,-8606.61015852121,-12596.072711734801,-11198.65054311862,-15166.48976834099
stress,10,111552.5,-18997.918748688033,-26128.52908745172,-23086.624539944456,-28631.28834608492
