sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3253.245157631398,-4350.810537673742,-4026.3996347960974,-5241.065511498301
1,7011.T,-2120.4133536288255,-3206.5490359687824,-2756.1355738816255,-3550.425111341424
1,8035.T,-2362.3341611599017,-3371.90195976795,-2930.6826347746864,-3614.552989476962
10,4568.T,-7049.038379192393,-10914.517918310295,-9458.446986542906,-12931.284161301344
10,7011.T,-6098.048510973855,-8911.046497041736,-7759.997977953213,-10425.805621440566
10,8035.T,-6420.8016303288405,-9350.347906860681,-8244.608421113548,-10900.59785263253
