scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,113630.06958007812,-3257.524332168175,-4884.950204476126,-4180.534151841474,-5454.693636165257
stress,1,113630.06958007812,-5942.532761193987,-8058.761636957584,-7370.2415884750735,-9440.327420111133
normal,10,113630.06958007812,-9928.717592264038,-15332.686775585773,-13231.511594764454,-17064.273953589738
stress,10,113630.06958007812,-18568.754055570793,-24706.642473182277,-22999.352536679056,-28996.174168524092
