sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2935.9183670038815,-4217.513517282469,-3763.237776265937,-4849.586489032517
1,7011.T,-2344.1361994472686,-3277.5208069182563,-2971.435537584977,-3761.776559074434
1,8035.T,-2067.5603101605507,-2969.9456070834085,-2585.4996738617356,-3347.7722133681964
10,4568.T,-8362.740341381594,-13468.857875467216,-11278.55121653721,-14934.735131219775
10,7011.T,-7143.074617488804,-10533.539844695444,-9253.595758537871,-12512.249127764926
10,8035.T,-6305.861344097719,-9685.269683025226,-8206.674977187979,-10882.558451889485
