scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109425.92846679688,-3852.9684505058763,-5550.275224004672,-5040.098333531726,-6825.021259622345
stress,1,109425.92846679688,-5543.253273426833,-7717.81827353817,-6792.781187112544,-8852.208691145403
normal,10,109425.92846679688,-8748.170150820926,-12654.31632824698,-11521.661891599368,-15796.61550277164
stress,10,109425.92846679688,-18411.102356576797,-24615.590305867965,-22875.52895579052,-28874.346445433817
