sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3571.641985356227,-5227.175948230599,-4783.294101896103,-6287.977370742458
1,7011.T,-2057.153674471935,-2701.611726569715,-2589.3075754061247,-3543.1683376990272
1,8035.T,-2865.43240641001,-4214.99908218949,-3653.092859182954,-4956.164698045623
10,4568.T,-7545.512525974599,-11028.301656858384,-10028.166151967667,-14124.91194676928
10,7011.T,-5513.104011056931,-8490.298709355737,-7329.939975286126,-9890.384712388874
10,8035.T,-6545.049332038144,-10535.382725212645,-8656.046323094184,-11672.753498771537
