sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2934.044921927286,-4040.3068299318124,-3619.5606984458627,-4481.794926948109
1,7011.T,-2192.9378011518083,-3252.0886575391605,-2762.7044310393726,-3442.58871693481
1,8035.T,-2039.1003954101964,-2918.44942271113,-2565.5938468506642,-3337.1931739775437
10,4568.T,-6971.428392649791,-10004.761046620692,-9187.19255171404,-12651.070452442
10,7011.T,-5883.537608523793,-7720.450746797926,-7327.543755570723,-9712.902909714418
10,8035.T,-5470.012805750497,-7251.505251845254,-6786.756524041909,-8928.782422307906
