scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106965.98657226562,-3298.0210679381817,-4291.266041532247,-3956.4017775234706,-4866.888603961668
stress,1,106965.98657226562,-5291.562646898698,-7859.467017885721,-6812.748780926514,-8846.937066917326
normal,10,106965.98657226562,-8084.639694305986,-11760.412846879308,-10506.997538155567,-13877.030250793003
stress,10,106965.98657226562,-17284.229010014187,-23063.724656580784,-21412.430994275386,-28384.17603796962
