sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3017.39103591036,-4240.908933307598,-3738.089918123472,-4641.717948647854
1,7011.T,-2257.3465100675767,-3219.374013102951,-2902.3129434724083,-3694.990384084449
1,8035.T,-1926.9546779182574,-2691.8150301934093,-2416.950199026723,-3101.93508005126
10,4568.T,-8152.86466373607,-12954.189234131525,-11038.699458565876,-16196.60291379697
10,7011.T,-6473.828323170458,-10435.020909333254,-8679.303082674063,-11743.25578118919
10,8035.T,-5860.045646205604,-9287.581654534304,-8075.186084009916,-12061.162504054248
