scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,114067.66479492188,-3338.497264589161,-4533.711054946549,-4161.923964500762,-4960.881388959865
stress,1,114067.66479492188,-6065.082476977964,-8399.261228662914,-7581.7282677427065,-9790.777895404372
normal,10,114067.66479492188,-9291.697732408256,-14460.51145692073,-12668.742852631143,-18128.953952668526
stress,10,114067.66479492188,-18127.99022694573,-25341.651115076325,-22301.85943279938,-28402.933672198513
