scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,114067.66479492188,-3782.9878100815195,-5351.446135041462,-4615.7231415355955,-5823.3507685902105
stress,1,114067.66479492188,-5699.477512334949,-7945.43777351806,-7271.6928261843905,-9482.29737233072
normal,10,114067.66479492188,-8815.993305372736,-13795.969262237504,-11446.244816150207,-14985.366420254348
stress,10,114067.66479492188,-19640.64038005029,-25120.785075218013,-23165.37136089667,-28968.15100498188
