sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3331.1667425944697,-4669.5408422511455,-4260.22065044494,-5370.246494667694
1,7011.T,-2473.306081845197,-3499.1458352849963,-3094.967768360071,-4107.772796723903
1,8035.T,-2114.6748997829914,-2989.5308334241154,-2653.419212370423,-3365.3331356716744
10,4568.T,-7147.283537193472,-11932.8621693589,-10051.154370877346,-13672.793863422165
10,7011.T,-6328.526609146549,-9238.671742841152,-8087.633526266896,-10441.353904324986
10,8035.T,-6088.770928791734,-8699.651973388778,-7826.069303562482,-10194.765962139463
