scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,110484.27221679688,-3439.145547150285,-4556.78315557955,-4116.951147246186,-5151.707242564326
stress,1,110484.27221679688,-5342.512856778314,-7314.817323574257,-6594.098366729972,-8595.579654307245
normal,10,110484.27221679688,-10183.839302397888,-14416.391127470146,-13093.8234023594,-16637.289815704826
stress,10,110484.27221679688,-17764.36059820104,-25501.230731904994,-22747.18338411631,-29286.98758033182
