ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,3091.298095703125,27821.682861328125,0.2518157770613292
7011.T,Mitsubishi Heavy Industries,9,4588.93701171875,41300.43310546875,0.3738127814647437
8035.T,Tokyo Electron,1,41362.15625,41362.15625,0.3743714414739271
