sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2949.4737526461226,-3965.613608142799,-3622.3810720795254,-4469.813086792206
1,7011.T,-2286.142842637226,-3204.534097526009,-2833.4839486080073,-3550.6021347123487
1,8035.T,-2119.285316352491,-3075.801745468499,-2671.963926497121,-3379.7978104266244
10,4568.T,-8894.32673404693,-13013.338424572312,-11150.590961325035,-14162.441515575867
10,7011.T,-7284.052317702391,-9881.012243518971,-9146.739231698912,-12027.223161353784
10,8035.T,-6445.650947371259,-9356.625591337744,-8486.858489488186,-11360.942699520408
