sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3329.891982587218,-4564.90095266494,-4161.315881613804,-5268.905345403828
1,7011.T,-2279.6649181609205,-3169.028275403592,-2889.6993290522396,-3604.684527302356
1,8035.T,-2679.003062018396,-3734.836211831896,-3243.3279245919316,-3937.0374917792446
10,4568.T,-8193.799369899418,-13632.769392628608,-11310.573279792216,-14859.94700347487
10,7011.T,-7073.550659453483,-9382.138222001882,-8684.61665455885,-11389.171228738292
10,8035.T,-6487.948423322461,-9293.60758022628,-8526.513581288653,-11598.297165138301
