scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,112525.341796875,-3645.7212818669964,-5286.423980995987,-4628.28731869152,-5800.849146783113
stress,1,112525.341796875,-5663.740548801777,-7695.634091252108,-6926.958999385691,-8688.301316121495
normal,10,112525.341796875,-9790.500544218532,-14343.787346748502,-12575.95953087622,-16198.537787652178
stress,10,112525.341796875,-18082.31029093191,-29438.584652073874,-23303.234129172568,-31286.625065088516
