scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106682.04150390625,-2995.396987661142,-4314.038145406613,-3845.98642083404,-5187.642837181551
stress,1,106682.04150390625,-5406.773055680028,-8118.329411933739,-6925.869809747844,-8913.563999846287
normal,10,106682.04150390625,-9301.739238544133,-14516.219262507086,-12337.107672873817,-16218.820770018303
stress,10,106682.04150390625,-16366.319989930105,-23300.720071897707,-20763.4671523756,-27572.989487832943
