scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,37584.8359375,-1893.9463975331867,-2809.4973299158864,-2460.844286791644,-3211.992560549885
stress,1,37584.8359375,-2346.1702662875587,-3298.0572580320427,-2943.595289665306,-3610.6888412122803
normal,10,37584.8359375,-4980.108807617061,-7434.62992794763,-6387.389434607858,-8022.256287348755
stress,10,37584.8359375,-7828.249695792147,-10197.706203315709,-9539.20095275736,-12123.085182619956
