ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,2811.078125,25299.703125,0.24095458242264656
7011.T,Mitsubishi Heavy Industries,9,4567.9921875,41111.9296875,0.3915503593657591
8035.T,Tokyo Electron,1,38586.17578125,38586.17578125,0.3674950582115944
