scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,104997.80859375,-3384.8626734321583,-4709.426152332117,-4214.102166512888,-5281.490455030908
stress,1,104997.80859375,-5276.159709776868,-7350.765571968621,-6518.661807323529,-8008.739612281353
normal,10,104997.80859375,-8689.355543382395,-12921.481050562106,-11518.381787571083,-14778.527997270916
stress,10,104997.80859375,-16763.47500352803,-22263.400367762395,-20650.124459107068,-25403.09256915132
