sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2909.1104242120837,-4186.509141348436,-3746.3533694051994,-4832.817833911977
1,7011.T,-2052.366791473985,-2946.601839464085,-2595.501881986142,-3394.724521715589
1,8035.T,-2307.8900226886726,-3146.2655621944723,-2888.276811905351,-3759.9784786754585
10,4568.T,-7000.418488021795,-10480.352374562233,-9661.950074853661,-12915.316061518248
10,7011.T,-5781.087313981391,-8703.640802889366,-7702.322474130846,-9833.042989949457
10,8035.T,-6484.202916744637,-9083.104053309044,-8251.147869151588,-11004.449633624865
