sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2890.578007433229,-3932.2882555385636,-3610.240716348586,-4833.2418821062765
1,7011.T,-2060.3522502139313,-3014.9093964415265,-2672.9107344362506,-3551.1157207784936
1,8035.T,-2169.5951483351455,-3034.2438403792453,-2751.589388365001,-3608.086316208777
10,4568.T,-7496.147829413587,-11516.741620170998,-10189.888003041575,-13970.4985582052
10,7011.T,-5697.697415927863,-8212.442957774469,-7476.603917320505,-10271.140680461845
10,8035.T,-7033.374783523105,-9174.360650397763,-8566.616364644506,-11443.7498572777
