scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106573.0,-3172.629494682301,-4445.112553470344,-4011.13270693151,-5226.817617334316
stress,1,106573.0,-5437.202028438663,-7737.622808164589,-6858.315874663132,-8591.78875583934
normal,10,106573.0,-8940.84465212612,-12069.080372736256,-11556.566315338358,-16465.901488792788
stress,10,106573.0,-17709.260462794457,-22949.257969914514,-21158.00990622851,-25299.83403985461
