ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,2887.0,25983.0,0.24380471601625178
7011.T,Mitsubishi Heavy Industries,9,4590.0,41310.0,0.38762163024405805
8035.T,Tokyo Electron,1,39280.0,39280.0,0.36857365373969014
