scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,111627.369140625,-3498.9052138902107,-4876.9318474128795,-4344.083925142497,-5588.509720007637
stress,1,111627.369140625,-5358.894570341505,-7320.381021556957,-6604.7690305796405,-8376.976899389072
normal,10,111627.369140625,-9408.736053121514,-14719.216456810651,-12730.962678397042,-18002.635040048033
stress,10,111627.369140625,-18391.91188962928,-26000.691352518825,-22941.25296516194,-31015.25098783995
