scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,109226.93090820312,-3353.6292393468098,-4637.7095116101555,-4154.930926486946,-5223.630449709477
stress,1,109226.93090820312,-5708.343674265569,-8031.5424273048875,-6950.852194428778,-8986.487914502553
normal,10,109226.93090820312,-9010.975653856853,-14225.525515373314,-12196.241512396831,-17284.598207171184
stress,10,109226.93090820312,-17748.819322865984,-24657.95315610739,-22926.33068568705,-29696.75968708881
