sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2963.0210836251395,-4278.574811664287,-3730.990675209044,-4784.402265527506
1,7011.T,-2354.610564864321,-3219.3314546263714,-2894.5662165853682,-3742.670791461768
1,8035.T,-1962.4275236579547,-2965.104613027725,-2553.439183281864,-3288.8556860158997
10,4568.T,-7566.834947182162,-12505.987217348233,-10874.70267912767,-15481.538476273341
10,7011.T,-6976.652586807336,-9789.685656563524,-8804.480284365485,-11820.204869756806
10,8035.T,-5787.856860570877,-9016.707514714573,-7666.84779379123,-10091.580091070442
