scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,30050.0234375,-1390.3371140410975,-1907.4898342320662,-1760.3013101819993,-2256.5535938391063
stress,1,30050.0234375,-2084.8981989274375,-2924.552571881669,-2575.5742352692105,-3238.953927016864
normal,10,30050.0234375,-4413.530773541193,-6190.254200802621,-5609.093214860279,-7347.51275377664
stress,10,30050.0234375,-6512.18141569989,-9916.488374717286,-8350.08597553158,-10787.50544880329
