ticker,company_name,quantity,price,market_value,weight
4568.T,Daiichi Sankyo,9,2780.984130859375,25028.857177734375,0.23694155506221756
7011.T,Mitsubishi Heavy Industries,9,4732.5595703125,42593.0361328125,0.4032169804823407
8035.T,Tokyo Electron,1,38011.1484375,38011.1484375,0.3598414644554417
