scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,105633.04174804688,-3027.489202801032,-4416.991671900891,-3793.3280632646033,-5004.652700664149
stress,1,105633.04174804688,-4939.066222181777,-7087.659736169304,-6230.494654911931,-8114.2747420327605
normal,10,105633.04174804688,-8546.452288233128,-12425.125929954662,-10751.636023116265,-13755.907237696452
stress,10,105633.04174804688,-16939.510967270602,-21800.2268679189,-20699.300146035795,-27242.069850485626
