sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2773.082542014425,-3938.9699970856873,-3513.6145277490323,-4589.398492288891
1,7011.T,-2010.072313156849,-2943.805334761181,-2592.229907841673,-3290.3667598675092
1,8035.T,-1959.984595566589,-2909.9623716109363,-2565.8541245580063,-3342.2153350944673
10,4568.T,-7124.782966754858,-9976.546214452132,-9102.778588136725,-12075.947324456964
10,7011.T,-5955.995297912763,-8318.97701854336,-7456.060031776326,-9144.037041325611
10,8035.T,-6174.009046312573,-8435.752151224504,-7521.12016006053,-9569.899304806568
