sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-2700.527820046441,-3783.729734413801,-3291.3709920481133,-4184.14735967108
1,7011.T,-2082.300721488348,-2945.2820665752333,-2627.395074918418,-3181.9493743649814
1,8035.T,-2003.2055692723,-2985.80026038386,-2603.5219148153756,-3493.853811314527
10,4568.T,-7159.925406356621,-10252.693407971441,-9092.172126872065,-11682.918390130246
10,7011.T,-5639.48589013052,-8173.173441554993,-7215.074807682604,-9428.097121424265
10,8035.T,-6271.9716326112375,-8977.586688720103,-7923.4168300406445,-9506.776008648614
