scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,107418.5,-3506.3684774789485,-5067.357029122076,-4442.162141071137,-5741.488346141448
stress,1,107418.5,-5261.787331699317,-6989.50949918612,-6371.3293740098015,-8127.4268778155965
normal,10,107418.5,-8902.23325435568,-13462.027858176258,-11715.925527126188,-15285.905603824376
stress,10,107418.5,-16260.435314824857,-24959.31229217675,-21673.019311783006,-28577.483270631317
