sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3160.4057737894036,-4424.559453716039,-3996.5358513557107,-5079.362650086283
1,7011.T,-2185.814278489854,-3441.2074229046148,-2915.0858096446677,-3886.667466320165
1,8035.T,-2541.469235792878,-3450.0658267096364,-3175.9387768049332,-3978.466081789161
10,4568.T,-7817.23426490394,-11313.130449465092,-10323.44253206239,-14051.271537435397
10,7011.T,-5865.301823973694,-8791.47593700511,-7510.623063726027,-9928.462143303572
10,8035.T,-6796.457450740587,-9654.35339374864,-8404.99808518448,-10668.870195784159
