scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,33500.17578125,-1550.401869882259,-2114.3804688352443,-1920.5632396160806,-2467.2060013033997
stress,1,33500.17578125,-2334.773379112391,-3074.9081953165783,-2876.6892617154745,-3660.1081098796153
normal,10,33500.17578125,-4346.603312120987,-6264.082696726984,-5427.988030607942,-6965.743499405522
stress,10,33500.17578125,-6959.627754077028,-10122.67575369432,-8695.205705615874,-11186.0268776077
