scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,30932.390625,-1446.1734475372546,-1908.0000287768269,-1754.2642289782775,-2150.9996461124274
stress,1,30932.390625,-2089.820321553061,-2837.269677415525,-2611.97410998006,-3275.782623678363
normal,10,30932.390625,-4314.708605173125,-6027.53283334299,-5599.86968041761,-8166.675496237168
stress,10,30932.390625,-6600.073701440484,-8887.982891789428,-8058.529685841695,-10121.033784247576
