sim_days,excluded_ticker,VaR_95,VaR_99,ES_95,ES_99
1,4568.T,-3677.4960219471045,-4959.606091147939,-4586.58684553974,-6291.646403255192
1,7011.T,-2191.417176208375,-3161.723145717418,-2811.1082892349705,-3640.529290198064
1,8035.T,-2762.291516492378,-4171.52113689656,-3500.500925630589,-4681.9117616072945
10,4568.T,-8259.832501434534,-12418.097552296442,-10941.356552305808,-14616.531698089831
10,7011.T,-6758.706182808235,-9824.9733459137,-8820.75952678462,-11777.315513638236
10,8035.T,-6115.233302268626,-8711.685226490348,-7948.038147734525,-10783.4840802723
