scenario,sim_days,Portfolio Value,VaR_95,VaR_99,ES_95,ES_99
normal,1,106828.18676757812,-3965.7619886607085,-5484.109471388533,-4986.8519314381565,-6517.175358046026
stress,1,106828.18676757812,-5202.881801824436,-7024.32773015123,-6478.988975469514,-8114.905051921832
normal,10,106828.18676757812,-9457.976285257542,-14145.381128523275,-12448.328441407019,-16698.939628580825
stress,10,106828.18676757812,-17520.867325098072,-22930.498484191463,-21388.986178454892,-26347.27323862557
